Gene stable ID,89039d8c-d631-4898-99b2-6d188ff7f02c
ENSG00000198857,80
ENSG00000198858,4707
ENSG00000198860,3318
ENSG00000198862,6806
ENSG00000198863,10457
ENSG00000198865,218
ENSG00000198868,0
ENSG00000198870,87
ENSG00000198873,627
ENSG00000198874,3050
ENSG00000198876,6058
ENSG00000198877,0
ENSG00000198879,1181
ENSG00000198881,3
ENSG00000198883,4
ENSG00000198885,119
ENSG00000198886,488398
ENSG00000198887,5590
ENSG00000198888,199720
ENSG00000198889,0
ENSG00000198890,928
ENSG00000198892,995
ENSG00000198894,5721
ENSG00000198898,10113
ENSG00000198899,244356
ENSG00000198900,10928
ENSG00000198901,4773
ENSG00000198908,1096
ENSG00000198909,3480
ENSG00000198910,192
ENSG00000198911,13227
ENSG00000198912,1668
ENSG00000198914,7
ENSG00000198915,1242
ENSG00000198917,1710
ENSG00000198918,8176
ENSG00000198919,3765
ENSG00000198920,1846
ENSG00000198923,0
ENSG00000198924,2456
ENSG00000198925,4406
ENSG00000198929,369
ENSG00000198930,2
ENSG00000198931,6280
ENSG00000198932,608
ENSG00000198933,479
ENSG00000198934,504
ENSG00000198937,852
ENSG00000198938,370258
ENSG00000198939,198
ENSG00000198944,635
ENSG00000198945,1002
ENSG00000198947,925
ENSG00000198948,874
ENSG00000198951,5721
ENSG00000198952,12509
ENSG00000198954,3817
ENSG00000198959,6538
ENSG00000198960,1389
ENSG00000198961,21633
ENSG00000198963,243
ENSG00000198964,3468
ENSG00000198965,0
ENSG00000198967,0
ENSG00000198972,0
ENSG00000198973,0
ENSG00000198974,0
ENSG00000198975,0
ENSG00000198976,13
ENSG00000198982,0
ENSG00000198983,0
ENSG00000198984,0
ENSG00000198986,0
ENSG00000198987,0
ENSG00000198995,0
ENSG00000198997,0
ENSG00000199001,0
ENSG00000199004,0
ENSG00000199005,0
ENSG00000199012,0
ENSG00000199015,0
ENSG00000199017,0
ENSG00000199020,0
ENSG00000199023,0
ENSG00000199024,11
ENSG00000199025,0
ENSG00000199030,0
ENSG00000199031,0
ENSG00000199032,3
ENSG00000199035,0
ENSG00000199036,0
ENSG00000199038,2
ENSG00000199043,0
ENSG00000199047,0
ENSG00000199051,1
ENSG00000199053,1
ENSG00000199059,0
ENSG00000199065,1
ENSG00000199066,0
ENSG00000199069,0
ENSG00000199071,0
ENSG00000199072,1
ENSG00000199075,0
ENSG00000199077,0
ENSG00000199080,0
ENSG00000199082,2
ENSG00000199085,15
ENSG00000199088,0
ENSG00000199090,0
ENSG00000199092,0
ENSG00000199094,38
ENSG00000199095,0
ENSG00000199102,0
ENSG00000199104,0
ENSG00000199107,0
ENSG00000199109,0
ENSG00000199121,2
ENSG00000199122,1
ENSG00000199127,0
ENSG00000199130,2
ENSG00000199132,1
ENSG00000199133,25
ENSG00000199135,3
ENSG00000199143,0
ENSG00000199145,2
ENSG00000199150,0
ENSG00000199151,0
ENSG00000199153,0
ENSG00000199156,0
ENSG00000199157,0
ENSG00000199158,0
ENSG00000199161,0
ENSG00000199165,3
ENSG00000199168,0
ENSG00000199169,0
ENSG00000199172,17
ENSG00000199177,0
ENSG00000199179,1
ENSG00000199187,0
ENSG00000199196,0
ENSG00000199197,0
ENSG00000199200,0
ENSG00000199201,0
ENSG00000199202,0
ENSG00000199203,0
ENSG00000199204,0
ENSG00000199212,0
ENSG00000199217,0
ENSG00000199218,0
ENSG00000199219,0
ENSG00000199220,0
ENSG00000199222,0
ENSG00000199223,0
ENSG00000199224,0
ENSG00000199226,4
ENSG00000199231,0
ENSG00000199237,2
ENSG00000199240,0
ENSG00000199241,0
ENSG00000199245,0
ENSG00000199246,0
ENSG00000199248,0
ENSG00000199251,0
ENSG00000199260,1
ENSG00000199263,0
ENSG00000199266,11
ENSG00000199270,0
ENSG00000199272,0
ENSG00000199273,0
ENSG00000199276,0
ENSG00000199279,0
ENSG00000199282,0
ENSG00000199283,1
ENSG00000199285,0
ENSG00000199286,0
ENSG00000199289,0
ENSG00000199290,0
ENSG00000199291,0
ENSG00000199293,0
ENSG00000199295,0
ENSG00000199299,0
ENSG00000199301,0
ENSG00000199303,0
ENSG00000199306,2
ENSG00000199308,0
ENSG00000199311,0
ENSG00000199313,3
ENSG00000199315,0
ENSG00000199318,3
ENSG00000199319,0
ENSG00000199321,0
ENSG00000199322,0
ENSG00000199325,5
ENSG00000199326,0
ENSG00000199327,1
ENSG00000199331,3
ENSG00000199332,11
ENSG00000199334,0
ENSG00000199335,2
ENSG00000199337,0
ENSG00000199347,0
ENSG00000199348,1
ENSG00000199349,1
ENSG00000199350,0
ENSG00000199352,0
ENSG00000199354,0
ENSG00000199357,0
ENSG00000199360,0
ENSG00000199361,0
ENSG00000199362,0
ENSG00000199363,0
ENSG00000199364,0
ENSG00000199366,0
ENSG00000199368,0
ENSG00000199370,0
ENSG00000199373,1
ENSG00000199377,2
ENSG00000199378,0
ENSG00000199381,0
ENSG00000199385,0
ENSG00000199390,0
ENSG00000199392,0
ENSG00000199394,0
ENSG00000199395,0
ENSG00000199396,0
ENSG00000199398,0
ENSG00000199400,2
ENSG00000199402,0
ENSG00000199404,0
ENSG00000199405,0
ENSG00000199407,0
ENSG00000199409,0
ENSG00000199410,0
ENSG00000199411,3
ENSG00000199415,0
ENSG00000199420,0
ENSG00000199422,0
ENSG00000199424,0
ENSG00000199426,2
ENSG00000199436,3
ENSG00000199440,0
ENSG00000199442,0
ENSG00000199444,0
ENSG00000199446,0
ENSG00000199448,0
ENSG00000199450,1
ENSG00000199453,0
ENSG00000199454,0
ENSG00000199455,0
ENSG00000199458,0
ENSG00000199459,0
ENSG00000199460,0
ENSG00000199461,1
ENSG00000199466,0
ENSG00000199468,0
ENSG00000199469,0
ENSG00000199470,0
ENSG00000199471,3
ENSG00000199472,0
ENSG00000199473,0
ENSG00000199474,0
ENSG00000199475,0
ENSG00000199476,5
ENSG00000199477,14
ENSG00000199480,0
ENSG00000199482,2
ENSG00000199483,0
ENSG00000199487,0
ENSG00000199488,1
ENSG00000199489,0
ENSG00000199490,1
ENSG00000199492,0
ENSG00000199497,1
ENSG00000199506,10
ENSG00000199508,3
ENSG00000199509,1
ENSG00000199512,0
ENSG00000199514,0
ENSG00000199515,0
ENSG00000199516,0
ENSG00000199520,0
ENSG00000199523,0
ENSG00000199525,1
ENSG00000199529,0
ENSG00000199530,0
ENSG00000199535,0
ENSG00000199536,3
ENSG00000199540,0
ENSG00000199545,6
ENSG00000199546,0
ENSG00000199550,4
ENSG00000199551,0
ENSG00000199552,0
ENSG00000199556,0
ENSG00000199562,0
ENSG00000199564,0
ENSG00000199565,0
ENSG00000199566,1
ENSG00000199567,0
ENSG00000199568,0
ENSG00000199570,0
ENSG00000199571,0
ENSG00000199572,0
ENSG00000199574,0
ENSG00000199575,0
ENSG00000199577,0
ENSG00000199580,0
ENSG00000199584,0
ENSG00000199585,0
ENSG00000199591,0
ENSG00000199592,0
ENSG00000199593,0
ENSG00000199594,1
ENSG00000199595,0
ENSG00000199598,0
ENSG00000199601,0
ENSG00000199603,1
ENSG00000199605,0
ENSG00000199609,2
ENSG00000199620,0
ENSG00000199622,0
ENSG00000199626,0
ENSG00000199627,0
ENSG00000199629,0
ENSG00000199630,2
ENSG00000199631,0
ENSG00000199633,0
ENSG00000199634,0
ENSG00000199635,0
ENSG00000199636,0
ENSG00000199638,0
ENSG00000199640,0
ENSG00000199643,0
ENSG00000199645,0
ENSG00000199646,0
ENSG00000199652,0
ENSG00000199664,4
ENSG00000199666,0
ENSG00000199667,0
ENSG00000199668,0
ENSG00000199672,1
ENSG00000199673,0
ENSG00000199674,0
ENSG00000199676,3
ENSG00000199677,0
ENSG00000199683,0
ENSG00000199687,0
ENSG00000199691,13
ENSG00000199695,0
ENSG00000199697,1
ENSG00000199698,0
ENSG00000199700,1
ENSG00000199701,0
ENSG00000199702,0
ENSG00000199704,0
ENSG00000199705,0
ENSG00000199709,14
ENSG00000199710,0
ENSG00000199711,0
ENSG00000199712,0
ENSG00000199713,0
ENSG00000199715,0
ENSG00000199716,0
ENSG00000199719,20
ENSG00000199727,0
ENSG00000199728,0
ENSG00000199730,1
ENSG00000199731,4
ENSG00000199732,0
ENSG00000199733,0
ENSG00000199735,0
ENSG00000199739,0
ENSG00000199740,0
ENSG00000199744,0
ENSG00000199751,0
ENSG00000199753,64
ENSG00000199755,0
ENSG00000199756,0
ENSG00000199762,0
ENSG00000199764,0
ENSG00000199765,0
ENSG00000199767,0
ENSG00000199771,0
ENSG00000199773,0
ENSG00000199780,0
ENSG00000199781,0
ENSG00000199782,0
ENSG00000199783,0
ENSG00000199784,0
ENSG00000199785,0
ENSG00000199786,0
ENSG00000199787,0
ENSG00000199788,0
ENSG00000199790,0
ENSG00000199791,0
ENSG00000199792,0
ENSG00000199796,0
ENSG00000199797,0
ENSG00000199798,0
ENSG00000199801,0
ENSG00000199803,0
ENSG00000199804,7
ENSG00000199805,1
ENSG00000199806,1
ENSG00000199809,0
ENSG00000199812,0
ENSG00000199814,0
ENSG00000199815,0
ENSG00000199824,0
ENSG00000199827,0
ENSG00000199831,0
ENSG00000199832,0
ENSG00000199833,0
ENSG00000199836,1
ENSG00000199837,0
ENSG00000199839,0
ENSG00000199840,0
ENSG00000199843,0
ENSG00000199845,0
ENSG00000199846,0
ENSG00000199849,0
ENSG00000199851,0
ENSG00000199855,0
ENSG00000199856,1
ENSG00000199857,0
ENSG00000199858,0
ENSG00000199859,0
ENSG00000199862,0
ENSG00000199865,1
ENSG00000199866,0
ENSG00000199867,0
ENSG00000199870,0
ENSG00000199872,0
ENSG00000199874,1
ENSG00000199875,1
ENSG00000199878,0
ENSG00000199879,5
ENSG00000199880,0
ENSG00000199881,0
ENSG00000199883,0
ENSG00000199884,0
ENSG00000199885,0
ENSG00000199886,0
ENSG00000199890,3
ENSG00000199892,0
ENSG00000199894,0
ENSG00000199895,0
ENSG00000199899,1
ENSG00000199900,0
ENSG00000199901,0
ENSG00000199903,0
ENSG00000199905,0
ENSG00000199906,17
ENSG00000199910,0
ENSG00000199911,0
ENSG00000199912,0
ENSG00000199913,0
ENSG00000199914,0
ENSG00000199920,0
ENSG00000199921,0
ENSG00000199924,0
ENSG00000199927,0
ENSG00000199929,0
ENSG00000199932,0
ENSG00000199933,3
ENSG00000199934,0
ENSG00000199936,0
ENSG00000199938,0
ENSG00000199940,0
ENSG00000199942,0
ENSG00000199944,2
ENSG00000199949,0
ENSG00000199953,0
ENSG00000199959,0
ENSG00000199960,0
ENSG00000199961,4
ENSG00000199962,0
ENSG00000199963,0
ENSG00000199964,0
ENSG00000199968,0
ENSG00000199970,0
ENSG00000199971,0
ENSG00000199975,3
ENSG00000199977,2
ENSG00000199979,0
ENSG00000199985,0
ENSG00000199986,0
ENSG00000199990,0
ENSG00000199994,0
ENSG00000200003,0
ENSG00000200008,0
ENSG00000200011,0
ENSG00000200013,2
ENSG00000200021,0
ENSG00000200024,0
ENSG00000200026,0
ENSG00000200028,0
ENSG00000200029,0
ENSG00000200033,16
ENSG00000200034,0
ENSG00000200036,0
ENSG00000200037,0
ENSG00000200040,0
ENSG00000200041,1
ENSG00000200047,0
ENSG00000200048,0
ENSG00000200049,0
ENSG00000200051,0
ENSG00000200052,0
ENSG00000200057,0
ENSG00000200058,0
ENSG00000200059,3
ENSG00000200060,0
ENSG00000200062,0
ENSG00000200063,1
ENSG00000200064,0
ENSG00000200065,3
ENSG00000200070,0
ENSG00000200072,0
ENSG00000200075,0
ENSG00000200079,0
ENSG00000200084,0
ENSG00000200085,0
ENSG00000200086,0
ENSG00000200087,9
ENSG00000200089,0
ENSG00000200090,31
ENSG00000200091,1
ENSG00000200095,17
ENSG00000200097,0
ENSG00000200101,0
ENSG00000200102,0
ENSG00000200105,0
ENSG00000200106,0
ENSG00000200107,0
ENSG00000200108,0
ENSG00000200112,0
ENSG00000200113,1
ENSG00000200114,1
ENSG00000200118,0
ENSG00000200120,0
ENSG00000200121,0
ENSG00000200130,0
ENSG00000200131,0
ENSG00000200132,0
ENSG00000200135,1
ENSG00000200138,0
ENSG00000200139,0
ENSG00000200142,1
ENSG00000200146,0
ENSG00000200150,0
ENSG00000200151,0
ENSG00000200152,3
ENSG00000200153,0
ENSG00000200156,0
ENSG00000200161,0
ENSG00000200162,0
ENSG00000200163,0
ENSG00000200164,1
ENSG00000200168,0
ENSG00000200169,2
ENSG00000200170,14
ENSG00000200171,0
ENSG00000200174,0
ENSG00000200175,0
ENSG00000200176,0
ENSG00000200179,0
ENSG00000200183,1
ENSG00000200184,0
ENSG00000200189,0
ENSG00000200191,0
ENSG00000200197,0
ENSG00000200198,0
ENSG00000200201,2
ENSG00000200204,1
ENSG00000200206,0
ENSG00000200208,0
ENSG00000200209,1
ENSG00000200211,0
ENSG00000200213,0
ENSG00000200215,0
ENSG00000200216,0
ENSG00000200217,0
ENSG00000200218,0
ENSG00000200220,0
ENSG00000200222,0
ENSG00000200224,0
ENSG00000200225,0
ENSG00000200227,2
ENSG00000200231,0
ENSG00000200235,0
ENSG00000200237,1
ENSG00000200238,0
ENSG00000200241,1
ENSG00000200243,0
ENSG00000200246,0
ENSG00000200247,0
ENSG00000200248,0
ENSG00000200250,1
ENSG00000200252,0
ENSG00000200253,9
ENSG00000200254,1
ENSG00000200256,0
ENSG00000200257,0
ENSG00000200259,0
ENSG00000200261,0
ENSG00000200262,0
ENSG00000200267,0
ENSG00000200269,0
ENSG00000200274,0
ENSG00000200275,1
ENSG00000200278,0
ENSG00000200279,0
ENSG00000200281,0
ENSG00000200283,0
ENSG00000200287,0
ENSG00000200288,4
ENSG00000200291,0
ENSG00000200293,0
ENSG00000200294,0
ENSG00000200295,0
ENSG00000200296,0
ENSG00000200298,0
ENSG00000200301,0
ENSG00000200303,0
ENSG00000200304,1
ENSG00000200305,0
ENSG00000200309,1
ENSG00000200310,0
ENSG00000200312,0
ENSG00000200313,0
ENSG00000200314,0
ENSG00000200318,0
ENSG00000200320,0
ENSG00000200325,0
ENSG00000200326,0
ENSG00000200327,0
ENSG00000200331,0
ENSG00000200332,2
ENSG00000200334,0
ENSG00000200336,0
ENSG00000200338,0
ENSG00000200340,0
ENSG00000200343,0
ENSG00000200344,2
ENSG00000200345,5
ENSG00000200350,3
ENSG00000200351,0
ENSG00000200354,2
ENSG00000200355,0
ENSG00000200356,14
ENSG00000200360,0
ENSG00000200361,0
ENSG00000200366,0
ENSG00000200367,0
ENSG00000200369,0
ENSG00000200370,0
ENSG00000200372,0
ENSG00000200376,1
ENSG00000200377,0
ENSG00000200378,1
ENSG00000200379,0
ENSG00000200381,0
ENSG00000200385,28
ENSG00000200388,0
ENSG00000200389,0
ENSG00000200390,0
ENSG00000200391,0
ENSG00000200393,0
ENSG00000200394,0
ENSG00000200397,3
ENSG00000200398,0
ENSG00000200403,10
ENSG00000200406,0
ENSG00000200407,0
ENSG00000200408,0
ENSG00000200411,0
ENSG00000200413,0
ENSG00000200418,0
ENSG00000200419,2
ENSG00000200421,0
ENSG00000200422,0
ENSG00000200424,0
ENSG00000200427,0
ENSG00000200428,1
ENSG00000200431,0
ENSG00000200432,0
ENSG00000200434,1
ENSG00000200436,0
ENSG00000200437,2
ENSG00000200443,0
ENSG00000200444,0
ENSG00000200446,0
ENSG00000200448,0
ENSG00000200455,0
ENSG00000200456,0
ENSG00000200462,0
ENSG00000200463,0
ENSG00000200468,0
ENSG00000200469,0
ENSG00000200471,0
ENSG00000200472,0
ENSG00000200473,0
ENSG00000200475,0
ENSG00000200478,0
ENSG00000200480,0
ENSG00000200483,0
ENSG00000200484,0
ENSG00000200485,0
ENSG00000200486,0
ENSG00000200487,0
ENSG00000200488,0
ENSG00000200492,0
ENSG00000200494,0
ENSG00000200495,2
ENSG00000200496,0
ENSG00000200502,22
ENSG00000200503,0
ENSG00000200506,0
ENSG00000200508,0
ENSG00000200516,0
ENSG00000200520,0
ENSG00000200521,0
ENSG00000200522,0
ENSG00000200525,5
ENSG00000200526,0
ENSG00000200527,0
ENSG00000200528,0
ENSG00000200530,0
ENSG00000200534,24
ENSG00000200536,2
ENSG00000200537,0
ENSG00000200538,0
ENSG00000200544,0
ENSG00000200545,0
ENSG00000200547,0
ENSG00000200550,4
ENSG00000200552,0
ENSG00000200553,0
ENSG00000200554,0
ENSG00000200555,0
ENSG00000200556,0
ENSG00000200558,0
ENSG00000200560,1
ENSG00000200563,1
ENSG00000200564,0
ENSG00000200566,0
ENSG00000200570,0
ENSG00000200571,0
ENSG00000200572,0
ENSG00000200575,0
ENSG00000200579,2
ENSG00000200587,0
ENSG00000200591,2
ENSG00000200593,0
ENSG00000200594,1
ENSG00000200597,0
ENSG00000200600,0
ENSG00000200601,0
ENSG00000200605,0
ENSG00000200608,0
ENSG00000200610,0
ENSG00000200612,0
ENSG00000200613,0
ENSG00000200615,0
ENSG00000200616,0
ENSG00000200619,0
ENSG00000200620,0
ENSG00000200622,0
ENSG00000200623,0
ENSG00000200624,0
ENSG00000200626,0
ENSG00000200629,1
ENSG00000200630,0
ENSG00000200632,0
ENSG00000200635,0
ENSG00000200636,0
ENSG00000200637,0
ENSG00000200638,0
ENSG00000200645,0
ENSG00000200646,0
ENSG00000200648,2
ENSG00000200649,0
ENSG00000200650,0
ENSG00000200651,0
ENSG00000200652,0
ENSG00000200653,0
ENSG00000200656,0
ENSG00000200661,0
ENSG00000200664,0
ENSG00000200665,0
ENSG00000200670,0
ENSG00000200673,0
ENSG00000200674,0
ENSG00000200677,0
ENSG00000200680,0
ENSG00000200681,0
ENSG00000200683,0
ENSG00000200685,0
ENSG00000200686,0
ENSG00000200687,0
ENSG00000200688,0
ENSG00000200693,8
ENSG00000200701,1
ENSG00000200702,0
ENSG00000200703,0
ENSG00000200706,0
ENSG00000200708,0
ENSG00000200709,0
ENSG00000200711,0
ENSG00000200713,0
ENSG00000200714,19
ENSG00000200718,0
ENSG00000200719,3
ENSG00000200720,0
ENSG00000200726,0
ENSG00000200728,0
ENSG00000200731,1
ENSG00000200732,0
ENSG00000200733,0
ENSG00000200737,2
ENSG00000200738,0
ENSG00000200741,0
ENSG00000200742,2
ENSG00000200745,0
ENSG00000200750,4
ENSG00000200752,0
ENSG00000200753,0
ENSG00000200754,0
ENSG00000200755,0
ENSG00000200756,0
ENSG00000200757,0
ENSG00000200759,0
ENSG00000200761,0
ENSG00000200763,0
ENSG00000200764,0
ENSG00000200769,5
ENSG00000200774,0
ENSG00000200779,0
ENSG00000200783,0
ENSG00000200785,1
ENSG00000200786,0
ENSG00000200788,3
ENSG00000200789,0
ENSG00000200790,0
ENSG00000200792,0
ENSG00000200794,0
ENSG00000200795,4
ENSG00000200796,0
ENSG00000200799,0
ENSG00000200800,0
ENSG00000200801,0
ENSG00000200806,0
ENSG00000200807,0
ENSG00000200812,0
ENSG00000200814,3
ENSG00000200815,4
ENSG00000200816,2
ENSG00000200817,0
ENSG00000200818,0
ENSG00000200822,0
ENSG00000200823,0
ENSG00000200827,0
ENSG00000200829,0
ENSG00000200830,0
ENSG00000200831,0
ENSG00000200832,0
ENSG00000200833,0
ENSG00000200834,0
ENSG00000200839,0
ENSG00000200840,0
ENSG00000200842,2
ENSG00000200847,1
ENSG00000200849,0
ENSG00000200852,0
ENSG00000200855,1
ENSG00000200857,0
ENSG00000200860,0
ENSG00000200867,0
ENSG00000200869,0
ENSG00000200871,0
ENSG00000200872,0
ENSG00000200873,2
ENSG00000200874,0
ENSG00000200875,0
ENSG00000200877,0
ENSG00000200879,11
ENSG00000200882,1
ENSG00000200883,0
ENSG00000200884,0
ENSG00000200885,0
ENSG00000200887,0
ENSG00000200888,1
ENSG00000200889,0
ENSG00000200890,0
ENSG00000200891,0
ENSG00000200893,1
ENSG00000200895,0
ENSG00000200897,0
ENSG00000200898,0
ENSG00000200902,0
ENSG00000200903,0
ENSG00000200906,3
ENSG00000200913,11
ENSG00000200914,0
ENSG00000200917,4
ENSG00000200922,0
ENSG00000200924,12
ENSG00000200926,0
ENSG00000200935,0
ENSG00000200941,0
ENSG00000200942,4
ENSG00000200949,0
ENSG00000200953,3
ENSG00000200957,0
ENSG00000200959,0
ENSG00000200963,0
ENSG00000200966,0
ENSG00000200969,0
ENSG00000200972,0
ENSG00000200974,0
ENSG00000200975,0
ENSG00000200976,2
ENSG00000200982,0
ENSG00000200983,0
ENSG00000200985,1
ENSG00000200986,0
ENSG00000200987,0
ENSG00000200991,0
ENSG00000200997,0
ENSG00000200998,1
ENSG00000200999,0
ENSG00000201000,0
ENSG00000201001,0
ENSG00000201003,1
ENSG00000201006,0
ENSG00000201009,0
ENSG00000201010,0
ENSG00000201012,0
ENSG00000201013,0
ENSG00000201014,0
ENSG00000201015,0
ENSG00000201016,0
ENSG00000201021,0
ENSG00000201023,0
ENSG00000201025,0
ENSG00000201026,0
ENSG00000201027,0
ENSG00000201028,0
ENSG00000201031,0
ENSG00000201032,0
ENSG00000201033,0
ENSG00000201034,0
ENSG00000201035,0
ENSG00000201036,0
ENSG00000201041,0
ENSG00000201042,0
ENSG00000201044,1
ENSG00000201047,2
ENSG00000201048,0
ENSG00000201050,0
ENSG00000201059,0
ENSG00000201065,0
ENSG00000201066,0
ENSG00000201070,0
ENSG00000201071,2
ENSG00000201074,0
ENSG00000201075,0
ENSG00000201076,1
ENSG00000201077,0
ENSG00000201078,1
ENSG00000201084,0
ENSG00000201085,0
ENSG00000201086,1
ENSG00000201088,0
ENSG00000201095,0
ENSG00000201096,0
ENSG00000201097,0
ENSG00000201098,2
ENSG00000201102,0
ENSG00000201104,0
ENSG00000201109,0
ENSG00000201113,0
ENSG00000201114,0
ENSG00000201118,1
ENSG00000201119,0
ENSG00000201121,2
ENSG00000201126,0
ENSG00000201129,4
ENSG00000201133,0
ENSG00000201134,31
ENSG00000201135,0
ENSG00000201136,1
ENSG00000201140,0
ENSG00000201142,0
ENSG00000201143,0
ENSG00000201145,0
ENSG00000201148,0
ENSG00000201151,4
ENSG00000201153,0
ENSG00000201155,0
ENSG00000201157,0
ENSG00000201160,0
ENSG00000201161,0
ENSG00000201162,0
ENSG00000201164,4
ENSG00000201165,0
ENSG00000201168,0
ENSG00000201170,0
ENSG00000201176,6
ENSG00000201178,0
ENSG00000201179,0
ENSG00000201180,0
ENSG00000201182,0
ENSG00000201183,27
ENSG00000201184,0
ENSG00000201185,0
ENSG00000201186,0
ENSG00000201196,0
ENSG00000201198,4
ENSG00000201201,0
ENSG00000201204,0
ENSG00000201207,12
ENSG00000201208,7
ENSG00000201209,0
ENSG00000201210,0
ENSG00000201216,0
ENSG00000201217,20
ENSG00000201218,0
ENSG00000201221,0
ENSG00000201223,0
ENSG00000201227,0
ENSG00000201228,0
ENSG00000201229,0
ENSG00000201231,0
ENSG00000201239,0
ENSG00000201240,0
ENSG00000201241,0
ENSG00000201242,0
ENSG00000201243,0
ENSG00000201245,0
ENSG00000201247,0
ENSG00000201253,0
ENSG00000201255,0
ENSG00000201260,0
ENSG00000201263,0
ENSG00000201264,7
ENSG00000201270,0
ENSG00000201271,0
ENSG00000201273,0
ENSG00000201274,0
ENSG00000201277,0
ENSG00000201279,0
ENSG00000201282,0
ENSG00000201285,0
ENSG00000201287,0
ENSG00000201288,0
ENSG00000201289,0
ENSG00000201291,0
ENSG00000201292,0
ENSG00000201294,0
ENSG00000201296,0
ENSG00000201297,0
ENSG00000201298,0
ENSG00000201300,0
ENSG00000201301,0
ENSG00000201302,15
ENSG00000201308,2
ENSG00000201309,0
ENSG00000201311,0
ENSG00000201312,0
ENSG00000201314,0
ENSG00000201315,0
ENSG00000201316,0
ENSG00000201317,0
ENSG00000201318,0
ENSG00000201321,0
ENSG00000201324,0
ENSG00000201325,0
ENSG00000201326,1
ENSG00000201329,0
ENSG00000201330,0
ENSG00000201331,0
ENSG00000201339,0
ENSG00000201340,2
ENSG00000201341,0
ENSG00000201342,2
ENSG00000201343,0
ENSG00000201346,1
ENSG00000201347,3
ENSG00000201348,0
ENSG00000201351,0
ENSG00000201354,0
ENSG00000201355,0
ENSG00000201356,0
ENSG00000201358,0
ENSG00000201361,0
ENSG00000201363,0
ENSG00000201364,0
ENSG00000201365,1
ENSG00000201367,1
ENSG00000201368,0
ENSG00000201370,0
ENSG00000201371,0
ENSG00000201372,1
ENSG00000201376,1
ENSG00000201377,0
ENSG00000201379,0
ENSG00000201382,0
ENSG00000201384,0
ENSG00000201386,0
ENSG00000201388,4
ENSG00000201390,0
ENSG00000201392,0
ENSG00000201393,0
ENSG00000201394,0
ENSG00000201395,0
ENSG00000201398,0
ENSG00000201403,0
ENSG00000201405,0
ENSG00000201407,0
ENSG00000201410,0
ENSG00000201412,0
ENSG00000201413,0
ENSG00000201415,0
ENSG00000201420,0
ENSG00000201421,0
ENSG00000201423,0
ENSG00000201426,0
ENSG00000201428,0
ENSG00000201431,1
ENSG00000201432,4
ENSG00000201433,1
ENSG00000201435,1
ENSG00000201436,0
ENSG00000201439,0
ENSG00000201440,0
ENSG00000201441,0
ENSG00000201442,0
ENSG00000201443,0
ENSG00000201444,1
ENSG00000201447,0
ENSG00000201448,3
ENSG00000201451,2
ENSG00000201452,0
ENSG00000201457,5
ENSG00000201458,0
ENSG00000201464,0
ENSG00000201465,0
ENSG00000201466,0
ENSG00000201467,0
ENSG00000201469,1
ENSG00000201470,0
ENSG00000201474,0
ENSG00000201476,0
ENSG00000201482,0
ENSG00000201483,0
ENSG00000201487,0
ENSG00000201489,0
ENSG00000201491,0
ENSG00000201492,4
ENSG00000201493,0
ENSG00000201496,5
ENSG00000201498,0
ENSG00000201499,3
ENSG00000201500,0
ENSG00000201501,0
ENSG00000201502,0
ENSG00000201510,0
ENSG00000201511,0
ENSG00000201512,10
ENSG00000201516,0
ENSG00000201517,0
ENSG00000201518,0
ENSG00000201519,0
ENSG00000201523,0
ENSG00000201524,0
ENSG00000201527,0
ENSG00000201529,0
ENSG00000201532,1
ENSG00000201533,0
ENSG00000201535,0
ENSG00000201541,0
ENSG00000201542,0
ENSG00000201544,17
ENSG00000201545,0
ENSG00000201547,0
ENSG00000201548,0
ENSG00000201549,0
ENSG00000201550,1
ENSG00000201554,0
ENSG00000201555,1
ENSG00000201557,0
ENSG00000201558,0
ENSG00000201560,4
ENSG00000201563,1
ENSG00000201564,0
ENSG00000201565,0
ENSG00000201566,1
ENSG00000201567,0
ENSG00000201569,0
ENSG00000201570,0
ENSG00000201573,0
ENSG00000201574,1
ENSG00000201579,5
ENSG00000201581,0
ENSG00000201583,0
ENSG00000201584,0
ENSG00000201586,1
ENSG00000201588,0
ENSG00000201591,0
ENSG00000201592,1
ENSG00000201594,0
ENSG00000201595,2
ENSG00000201596,0
ENSG00000201598,0
ENSG00000201600,3
ENSG00000201602,0
ENSG00000201604,0
ENSG00000201607,0
ENSG00000201608,0
ENSG00000201609,0
ENSG00000201610,0
ENSG00000201612,0
ENSG00000201613,0
ENSG00000201616,0
ENSG00000201618,0
ENSG00000201619,0
ENSG00000201620,0
ENSG00000201622,0
ENSG00000201623,0
ENSG00000201624,0
ENSG00000201627,0
ENSG00000201628,0
ENSG00000201633,0
ENSG00000201634,0
ENSG00000201635,0
ENSG00000201638,0
ENSG00000201640,0
ENSG00000201641,0
ENSG00000201642,0
ENSG00000201643,2
ENSG00000201644,0
ENSG00000201648,0
ENSG00000201649,0
ENSG00000201654,0
ENSG00000201658,0
ENSG00000201659,3
ENSG00000201660,0
ENSG00000201662,1
ENSG00000201663,0
ENSG00000201665,0
ENSG00000201666,0
ENSG00000201668,0
ENSG00000201671,0
ENSG00000201672,0
ENSG00000201674,0
ENSG00000201675,0
ENSG00000201676,0
ENSG00000201679,0
ENSG00000201680,1
ENSG00000201683,0
ENSG00000201684,18
ENSG00000201687,1
ENSG00000201689,0
ENSG00000201690,0
